# accelerometer data
# file: 'rgbd_dataset_freiburg2_xyz.bag'
# timestamp ax ay az
1311867170.013045 1.173445 7.938717 -5.759461
1311867170.016313 0.993836 8.130300 -5.759461
1311867170.017319 0.993836 8.130300 -5.759461
1311867170.020584 0.993836 7.986612 -5.855253
1311867170.021569 0.993836 7.986612 -5.855253
1311867170.025210 0.993836 8.034508 -5.759461
1311867170.026177 0.993836 8.034508 -5.759461
1311867170.029469 0.802253 8.130300 -5.759461
1311867170.030466 0.802253 8.130300 -5.759461
1311867170.034050 0.802253 7.986612 -5.567878
1311867170.035066 0.802253 7.986612 -5.567878
1311867170.036376 0.802253 7.986612 -5.567878
1311867170.037350 0.802253 7.986612 -5.567878
1311867170.040446 0.790279 7.938717 -5.376295
1311867170.041590 0.790279 7.938717 -5.376295
1311867170.045093 0.706462 7.842925 -5.184712
1311867170.046214 0.706462 7.842925 -5.184712
1311867170.049444 0.778306 7.555551 -4.993129
1311867170.050466 0.778306 7.555551 -4.993129
1311867170.054062 0.598697 7.555551 -4.801547
1311867170.055063 0.598697 7.555551 -4.801547
1311867170.056294 0.598697 7.555551 -4.801547
1311867170.057324 0.598697 7.555551 -4.801547
1311867170.060440 0.371192 7.507655 -4.609964
1311867170.061621 0.371192 7.507655 -4.609964
1311867170.065067 0.227505 7.651342 -4.609964
1311867170.066252 0.227505 7.651342 -4.609964
1311867170.069342 0.023948 7.938717 -4.514172
1311867170.070446 0.023948 7.938717 -4.514172
1311867170.071699 0.023948 7.938717 -4.514172
1311867170.075197 0.023948 8.034508 -4.238772
1311867170.076216 0.023948 8.034508 -4.238772
1311867170.079468 0.023948 8.417674 -4.609964
1311867170.080430 0.023948 8.417674 -4.609964
1311867170.084087 0.227505 8.800840 -4.609964
1311867170.085069 0.227505 8.800840 -4.609964
1311867170.086327 0.227505 8.800840 -4.609964
1311867170.087309 0.227505 8.800840 -4.609964
1311867170.090549 0.407114 8.896631 -4.993129
1311867170.091590 0.407114 8.896631 -4.993129
1311867170.095185 0.323296 8.896631 -5.184712
1311867170.096216 0.323296 8.896631 -5.184712
1311867170.099447 0.323296 8.896631 -5.759461
1311867170.100588 0.323296 8.896631 -5.759461
1311867170.104061 0.023948 8.752944 -5.759461
1311867170.105192 0.023948 8.752944 -5.759461
1311867170.106431 0.023948 8.752944 -5.759461
1311867170.107423 0.023948 8.752944 -5.759461
1311867170.110578 0.227505 8.417674 -5.855253
1311867170.111578 0.227505 8.417674 -5.855253
1311867170.115193 0.227505 8.321882 -5.759461
1311867170.116183 0.227505 8.321882 -5.759461
1311867170.119444 0.407114 8.273987 -5.759461
1311867170.120451 0.407114 8.273987 -5.759461
1311867170.124061 0.407114 8.226091 -5.376295
1311867170.125066 0.407114 8.226091 -5.376295
1311867170.126425 0.407114 8.226091 -5.376295
1311867170.127464 0.407114 8.226091 -5.376295
1311867170.130594 0.455009 8.130300 -5.184712
1311867170.131562 0.455009 8.130300 -5.184712
1311867170.135200 0.706462 8.130300 -4.897338
1311867170.136222 0.706462 8.130300 -4.897338
1311867170.139450 0.802253 7.962665 -4.705755
1311867170.140449 0.802253 7.962665 -4.705755
1311867170.142082 0.802253 7.962665 -4.705755
1311867170.145200 0.993836 8.034508 -4.705755
1311867170.146190 0.993836 8.034508 -4.705755
1311867170.149437 0.993836 8.226091 -4.609964
1311867170.150436 0.993836 8.226091 -4.609964
1311867170.154078 0.802253 8.226091 -4.897338
1311867170.155191 0.802253 8.226091 -4.897338
1311867170.156290 0.802253 8.226091 -4.897338
1311867170.157472 0.802253 8.226091 -4.897338
1311867170.160567 0.886071 8.130300 -5.088921
1311867170.161598 0.886071 8.130300 -5.088921
1311867170.165073 0.838175 8.034508 -5.184712
1311867170.166177 0.838175 8.034508 -5.184712
1311867170.169328 0.838175 8.130300 -5.376295
1311867170.170455 0.838175 8.130300 -5.376295
1311867170.171720 0.838175 8.130300 -5.376295
1311867170.173068 0.838175 8.130300 -5.376295
1311867170.176351 0.802253 7.938717 -5.472087
1311867170.177323 0.802253 7.938717 -5.472087
1311867170.180444 0.790279 8.034508 -5.424191
1311867170.181562 0.790279 8.034508 -5.424191
1311867170.185074 0.502905 8.226091 -5.567878
1311867170.186245 0.502905 8.226091 -5.567878
1311867170.189331 0.455009 8.417674 -5.759461
1311867170.190472 0.455009 8.417674 -5.759461
1311867170.191566 0.455009 8.417674 -5.759461
1311867170.192701 0.455009 8.417674 -5.759461
1311867170.196198 0.598697 8.705048 -5.663670
1311867170.197191 0.598697 8.705048 -5.663670
1311867170.200574 0.598697 8.896631 -5.472087
1311867170.201575 0.598697 8.896631 -5.472087
1311867170.205071 0.802253 8.992423 -5.388269
1311867170.206196 0.802253 8.992423 -5.388269
1311867170.209445 0.814227 9.040318 -5.376295
1311867170.210447 0.814227 9.040318 -5.376295
1311867170.214066 0.993836 8.896631 -5.280504
1311867170.215063 0.993836 8.896631 -5.280504
1311867170.216311 0.993836 8.896631 -5.280504
1311867170.217314 0.993836 8.896631 -5.280504
1311867170.220465 0.886071 8.752944 -5.184712
1311867170.221463 0.886071 8.752944 -5.184712
1311867170.225076 0.778306 8.609257 -5.184712
1311867170.226226 0.778306 8.609257 -5.184712
1311867170.229329 0.802253 8.321882 -5.280504
1311867170.230446 0.802253 8.321882 -5.280504
1311867170.231670 0.802253 8.321882 -5.280504
1311867170.232701 0.802253 8.321882 -5.280504
1311867170.236349 1.173445 8.034508 -5.088921
1311867170.237347 1.173445 8.034508 -5.088921
1311867170.240454 1.185419 7.938717 -4.993129
1311867170.241460 1.185419 7.938717 -4.993129
1311867170.245063 1.365028 7.651342 -5.088921
1311867170.246199 1.365028 7.651342 -5.088921
1311867170.249446 1.269237 7.459759 -5.376295
1311867170.250443 1.269237 7.459759 -5.376295
1311867170.253742 1.365028 7.268176 -5.280504
1311867170.255070 1.365028 7.268176 -5.280504
1311867170.256197 1.365028 7.268176 -5.280504
1311867170.257353 1.365028 7.268176 -5.280504
1311867170.260602 1.137524 7.543577 -5.280504
1311867170.261585 1.137524 7.543577 -5.280504
1311867170.265078 0.993836 7.747134 -5.376295
1311867170.266209 0.993836 7.747134 -5.376295
1311867170.269348 0.993836 7.938717 -5.184712
1311867170.270479 0.993836 7.938717 -5.184712
1311867170.271709 0.993836 7.938717 -5.184712
1311867170.273238 0.993836 7.938717 -5.184712
1311867170.276342 1.089628 8.321882 -4.993129
1311867170.277311 1.089628 8.321882 -4.993129
1311867170.280406 1.173445 8.369778 -4.897338
1311867170.281394 1.173445 8.369778 -4.897338
1311867170.285068 1.161471 8.417674 -4.945234
1311867170.286051 1.161471 8.417674 -4.945234
1311867170.289334 1.185419 8.513465 -4.801547
1311867170.290311 1.185419 8.513465 -4.801547
1311867170.291604 1.185419 8.513465 -4.801547
1311867170.292727 1.185419 8.513465 -4.801547
1311867170.296219 1.089628 8.226091 -4.993129
1311867170.297200 1.089628 8.226091 -4.993129
1311867170.300462 1.137524 7.938717 -4.993129
1311867170.301590 1.137524 7.938717 -4.993129
1311867170.305080 1.185419 7.842925 -4.993129
1311867170.306249 1.185419 7.842925 -4.993129
1311867170.309339 1.269237 7.555551 -4.993129
1311867170.310479 1.269237 7.555551 -4.993129
1311867170.311728 1.269237 7.555551 -4.993129
1311867170.312733 1.269237 7.555551 -4.993129
1311867170.316210 1.365028 7.172385 -4.609964
1311867170.317325 1.365028 7.172385 -4.609964
1311867170.320458 1.472794 7.076594 -4.609964
1311867170.321469 1.472794 7.076594 -4.609964
1311867170.325073 1.556611 6.980802 -4.514172
1311867170.326189 1.556611 6.980802 -4.514172
1311867170.329432 1.652403 6.885011 -4.322589
1311867170.330317 1.652403 6.885011 -4.322589
1311867170.331631 1.652403 6.885011 -4.322589
1311867170.332577 1.652403 6.885011 -4.322589
1311867170.336211 1.556611 6.980802 -4.226798
1311867170.337363 1.556611 6.980802 -4.226798
1311867170.340492 1.556611 7.076594 -4.238772
1311867170.341577 1.556611 7.076594 -4.238772
1311867170.345206 1.472794 6.980802 -4.226798
1311867170.346220 1.472794 6.980802 -4.226798
1311867170.349376 1.520689 7.172385 -4.250746
1311867170.350480 1.520689 7.172385 -4.250746
1311867170.352096 1.520689 7.172385 -4.250746
1311867170.355272 1.472794 7.363968 -4.514172
1311867170.356141 1.472794 7.363968 -4.514172
1311867170.359514 1.556611 7.268176 -4.945234
1311867170.360558 1.556611 7.268176 -4.945234
1311867170.364182 1.556611 7.507655 -4.801547
1311867170.365263 1.556611 7.507655 -4.801547
1311867170.366467 1.556611 7.507655 -4.801547
1311867170.367567 1.556611 7.507655 -4.801547
1311867170.371216 1.604507 7.555551 -5.184712
1311867170.372174 1.604507 7.555551 -5.184712
1311867170.375476 1.760168 7.555551 -5.376295
1311867170.376485 1.760168 7.555551 -5.376295
1311867170.380068 1.604507 7.555551 -5.472087
1311867170.381078 1.604507 7.555551 -5.472087
1311867170.384339 1.939777 7.555551 -5.567878
1311867170.385468 1.939777 7.555551 -5.567878
1311867170.386596 1.939777 7.555551 -5.567878
1311867170.387694 1.939777 7.555551 -5.567878
1311867170.391206 1.903855 7.555551 -5.376295
1311867170.392331 1.903855 7.555551 -5.376295
1311867170.395431 1.760168 7.579499 -5.280504
1311867170.396421 1.760168 7.579499 -5.280504
1311867170.400084 1.556611 7.938717 -5.280504
1311867170.401288 1.556611 7.938717 -5.280504
1311867170.404358 1.365028 7.747134 -4.801547
1311867170.405446 1.365028 7.747134 -4.801547
1311867170.407055 1.365028 7.747134 -4.801547
1311867170.410228 1.269237 7.890821 -4.609964
1311867170.411218 1.269237 7.890821 -4.609964
1311867170.414450 1.185419 8.034508 -4.657859
1311867170.415435 1.185419 8.034508 -4.657859
1311867170.417054 1.185419 8.034508 -4.657859
1311867170.420226 1.185419 8.226091 -4.609964
1311867170.421223 1.185419 8.226091 -4.609964
1311867170.424493 1.137524 8.309909 -4.418381
1311867170.425478 1.137524 8.309909 -4.418381
1311867170.429083 1.137524 8.333856 -4.562068
1311867170.430093 1.137524 8.333856 -4.562068
1311867170.431537 1.137524 8.333856 -4.562068
1311867170.434488 1.185419 8.513465 -4.609964
1311867170.435468 1.185419 8.513465 -4.609964
1311867170.439079 1.185419 8.345830 -4.993129
1311867170.440058 1.185419 8.345830 -4.993129
1311867170.441311 1.185419 8.345830 -4.993129
1311867170.442436 1.185419 8.345830 -4.993129
1311867170.445449 1.161471 8.369778 -5.088921
1311867170.446561 1.161471 8.369778 -5.088921
1311867170.450082 1.089628 8.417674 -5.280504
1311867170.451216 1.089628 8.417674 -5.280504
1311867170.454461 1.089628 8.321882 -5.759461
1311867170.455442 1.089628 8.321882 -5.759461
1311867170.457121 1.089628 8.321882 -5.759461
1311867170.460230 0.802253 8.609257 -5.567878
1311867170.461210 0.802253 8.609257 -5.567878
1311867170.464436 0.886071 8.513465 -5.951044
1311867170.465434 0.886071 8.513465 -5.951044
1311867170.469090 0.886071 8.226091 -5.759461
1311867170.470257 0.886071 8.226091 -5.759461
1311867170.471328 0.886071 8.226091 -5.759461
1311867170.472446 0.886071 8.226091 -5.759461
1311867170.475587 0.993836 8.130300 -5.759461
1311867170.476566 0.993836 8.130300 -5.759461
1311867170.480206 1.185419 7.914769 -5.400243
1311867170.481236 1.185419 7.914769 -5.400243
1311867170.484447 0.993836 7.842925 -5.400243
1311867170.485444 0.993836 7.842925 -5.400243
1311867170.489339 0.993836 7.747134 -5.376295
1311867170.490190 0.993836 7.747134 -5.376295
1311867170.491201 0.993836 7.747134 -5.376295
1311867170.494449 0.993836 7.555551 -4.993129
1311867170.495428 0.993836 7.555551 -4.993129
1311867170.499079 0.838175 7.603447 -4.801547
1311867170.500311 0.838175 7.603447 -4.801547
1311867170.501363 0.838175 7.603447 -4.801547
1311867170.502452 0.838175 7.603447 -4.801547
1311867170.505456 0.993836 7.747134 -4.705755
1311867170.506598 0.993836 7.747134 -4.705755
1311867170.510192 0.993836 7.842925 -4.418381
1311867170.511199 0.993836 7.842925 -4.418381
1311867170.514455 0.790279 7.938717 -4.609964
1311867170.515431 0.790279 7.938717 -4.609964
1311867170.519078 0.790279 8.034508 -4.801547
1311867170.520081 0.790279 8.034508 -4.801547
1311867170.521342 0.790279 8.034508 -4.801547
1311867170.522351 0.790279 8.034508 -4.801547
1311867170.525479 0.706462 8.130300 -4.801547
1311867170.526575 0.706462 8.130300 -4.801547
1311867170.530073 0.802253 8.309909 -4.993129
1311867170.531199 0.802253 8.309909 -4.993129
1311867170.534532 0.814227 8.321882 -5.184712
1311867170.535477 0.814227 8.321882 -5.184712
1311867170.539098 0.886071 8.321882 -5.567878
1311867170.540076 0.886071 8.321882 -5.567878
1311867170.541345 0.886071 8.321882 -5.567878
1311867170.542466 0.886071 8.321882 -5.567878
1311867170.545634 1.137524 7.938717 -5.759461
1311867170.546594 1.137524 7.938717 -5.759461
1311867170.550251 0.993836 7.842925 -6.046835
1311867170.551206 0.993836 7.842925 -6.046835
1311867170.554460 1.173445 7.651342 -6.046835
1311867170.555449 1.173445 7.651342 -6.046835
1311867170.559086 1.173445 7.507655 -5.951044
1311867170.560057 1.173445 7.507655 -5.951044
1311867170.561396 1.173445 7.507655 -5.951044
1311867170.562466 1.173445 7.507655 -5.951044
1311867170.565692 1.089628 7.220281 -6.094731
1311867170.566599 1.089628 7.220281 -6.094731
1311867170.570206 0.993836 7.172385 -5.759461
1311867170.571327 0.993836 7.172385 -5.759461
1311867170.574451 0.993836 7.076594 -5.400243
1311867170.575574 0.993836 7.076594 -5.400243
1311867170.579594 0.886071 7.076594 -5.184712
1311867170.580437 0.886071 7.076594 -5.184712
1311867170.581882 0.886071 7.076594 -5.184712
1311867170.585211 0.802253 7.363968 -5.088921
1311867170.586212 0.802253 7.363968 -5.088921
1311867170.589458 0.754358 7.555551 -4.621938
1311867170.590601 0.754358 7.555551 -4.621938
1311867170.594080 0.431062 7.842925 -4.633912
1311867170.595195 0.431062 7.842925 -4.633912
1311867170.596311 0.431062 7.842925 -4.633912
1311867170.597454 0.431062 7.842925 -4.633912
1311867170.600490 0.598697 7.986612 -4.801547
1311867170.601459 0.598697 7.986612 -4.801547
1311867170.605080 0.455009 8.130300 -5.005103
1311867170.606198 0.455009 8.130300 -5.005103
1311867170.609373 0.778306 8.130300 -5.041025
1311867170.610483 0.778306 8.130300 -5.041025
1311867170.611606 0.778306 8.130300 -5.041025
1311867170.612784 0.778306 8.130300 -5.041025
1311867170.616347 0.502905 7.962665 -5.376295
1311867170.617332 0.502905 7.962665 -5.376295
1311867170.620820 0.502905 7.938717 -5.567878
1311867170.622129 0.502905 7.938717 -5.567878
1311867170.625207 0.598697 7.747134 -5.759461
1311867170.626409 0.598697 7.747134 -5.759461
1311867170.629493 0.598697 7.555551 -5.759461
1311867170.630470 0.598697 7.555551 -5.759461
1311867170.634221 0.802253 7.459759 -5.376295
1311867170.635235 0.802253 7.459759 -5.376295
1311867170.636442 0.802253 7.459759 -5.376295
1311867170.637457 0.802253 7.459759 -5.376295
1311867170.640652 0.838175 7.220281 -5.424191
1311867170.641610 0.838175 7.220281 -5.424191
1311867170.645211 0.886071 7.196333 -5.184712
1311867170.646187 0.886071 7.196333 -5.184712
1311867170.649478 0.802253 7.363968 -4.993129
1311867170.650441 0.802253 7.363968 -4.993129
1311867170.654110 0.790279 7.555551 -4.801547
1311867170.655250 0.790279 7.555551 -4.801547
1311867170.656368 0.790279 7.555551 -4.801547
1311867170.657497 0.790279 7.555551 -4.801547
1311867170.660632 0.598697 7.938717 -4.514172
1311867170.661620 0.598697 7.938717 -4.514172
1311867170.665095 0.502905 8.130300 -4.621938
1311867170.666225 0.502905 8.130300 -4.621938
1311867170.669343 0.706462 8.417674 -4.801547
1311867170.670468 0.706462 8.417674 -4.801547
1311867170.674114 0.598697 8.705048 -4.993129
1311867170.675191 0.598697 8.705048 -4.993129
1311867170.676192 0.598697 8.705048 -4.993129
1311867170.679464 0.802253 8.896631 -5.280504
1311867170.680458 0.802253 8.896631 -5.280504
1311867170.684118 0.802253 8.896631 -5.759461
1311867170.685085 0.802253 8.896631 -5.759461
1311867170.686361 0.802253 8.896631 -5.759461
1311867170.687460 0.802253 8.896631 -5.759461
1311867170.690631 0.802253 8.800840 -6.142627
1311867170.691736 0.802253 8.800840 -6.142627
1311867170.695216 0.814227 8.717022 -6.334210
1311867170.696334 0.814227 8.717022 -6.334210
1311867170.699472 0.886071 8.609257 -6.525793
1311867170.700473 0.886071 8.609257 -6.525793
1311867170.704106 0.886071 8.657153 -6.525793
1311867170.705103 0.886071 8.657153 -6.525793
1311867170.706343 0.886071 8.657153 -6.525793
1311867170.707333 0.886071 8.657153 -6.525793
1311867170.710592 0.802253 8.513465 -6.334210
1311867170.711568 0.802253 8.513465 -6.334210
1311867170.715092 0.802253 8.321882 -6.190523
1311867170.716200 0.802253 8.321882 -6.190523
1311867170.719351 0.706462 8.321882 -6.142627
1311867170.720465 0.706462 8.321882 -6.142627
1311867170.721592 0.706462 8.321882 -6.142627
1311867170.723101 0.706462 8.321882 -6.142627
1311867170.726394 0.598697 8.417674 -5.759461
1311867170.727361 0.598697 8.417674 -5.759461
1311867170.730562 0.598697 8.513465 -5.855253
1311867170.731532 0.598697 8.513465 -5.855253
1311867170.735226 0.502905 8.513465 -5.567878
1311867170.736264 0.502905 8.513465 -5.567878
1311867170.739469 0.706462 8.657153 -5.376295
1311867170.740476 0.706462 8.657153 -5.376295
1311867170.744104 0.706462 8.693074 -5.567878
1311867170.745581 0.706462 8.693074 -5.567878
1311867170.746458 0.706462 8.693074 -5.567878
1311867170.747470 0.706462 8.693074 -5.567878
1311867170.750611 0.754358 8.609257 -5.472087
1311867170.751606 0.754358 8.609257 -5.472087
1311867170.755095 0.790279 8.609257 -5.376295
1311867170.756212 0.790279 8.609257 -5.376295
1311867170.759502 0.802253 8.513465 -5.759461
1311867170.760476 0.802253 8.513465 -5.759461
1311867170.761737 0.802253 8.513465 -5.759461
1311867170.763079 0.802253 8.513465 -5.759461
1311867170.766345 0.993836 8.321882 -5.771435
1311867170.767398 0.993836 8.321882 -5.771435
1311867170.770637 0.993836 8.034508 -5.951044
1311867170.771608 0.993836 8.034508 -5.951044
1311867170.775230 0.838175 7.926743 -6.142627
1311867170.776325 0.838175 7.926743 -6.142627
1311867170.779468 0.886071 7.747134 -5.951044
1311867170.780460 0.886071 7.747134 -5.951044
1311867170.784096 0.802253 7.747134 -5.783409
1311867170.785889 0.802253 7.747134 -5.783409
1311867170.789130 0.886071 7.747134 -5.711565
1311867170.790087 0.886071 7.747134 -5.711565
1311867170.791089 0.886071 7.747134 -5.711565
1311867170.794480 0.814227 7.747134 -5.472087
1311867170.795459 0.814227 7.747134 -5.472087
1311867170.799137 0.802253 7.890821 -5.376295
1311867170.800104 0.802253 7.890821 -5.376295
1311867170.801376 0.802253 7.890821 -5.376295
1311867170.802479 0.802253 7.890821 -5.376295
1311867170.805611 0.790279 8.034508 -5.184712
1311867170.806577 0.790279 8.034508 -5.184712
1311867170.810256 0.754358 8.130300 -5.184712
1311867170.811238 0.754358 8.130300 -5.184712
1311867170.814502 0.778306 8.034508 -5.376295
1311867170.815494 0.778306 8.034508 -5.376295
1311867170.817149 0.778306 8.034508 -5.376295
1311867170.820260 0.778306 7.986612 -5.280504
1311867170.821252 0.778306 7.986612 -5.280504
1311867170.824474 0.598697 8.130300 -5.328400
1311867170.825480 0.598697 8.130300 -5.328400
1311867170.829087 0.706462 8.130300 -5.280504
1311867170.830089 0.706462 8.130300 -5.280504
1311867170.831094 0.706462 8.130300 -5.280504
1311867170.834485 0.598697 8.226091 -5.376295
1311867170.835529 0.598697 8.226091 -5.376295
1311867170.839121 0.802253 8.226091 -5.328400
1311867170.840086 0.802253 8.226091 -5.328400
1311867170.841083 0.802253 8.226091 -5.328400
1311867170.844563 0.802253 8.034508 -5.376295
1311867170.845486 0.802253 8.034508 -5.376295
1311867170.849139 0.802253 7.938717 -5.352347
1311867170.850207 0.802253 7.938717 -5.352347
1311867170.851216 0.802253 7.938717 -5.352347
1311867170.854488 0.993836 7.938717 -5.376295
1311867170.855472 0.993836 7.938717 -5.376295
1311867170.859119 0.993836 7.747134 -5.472087
1311867170.860101 0.993836 7.747134 -5.472087
1311867170.861376 0.993836 7.747134 -5.472087
1311867170.862373 0.993836 7.747134 -5.472087
1311867170.865597 0.838175 7.890821 -5.184712
1311867170.866593 0.838175 7.890821 -5.184712
1311867170.870261 1.089628 7.890821 -5.184712
1311867170.871244 1.089628 7.890821 -5.184712
1311867170.874527 1.089628 7.651342 -5.280504
1311867170.875509 1.089628 7.651342 -5.280504
1311867170.879102 1.185419 7.747134 -5.184712
1311867170.880082 1.185419 7.747134 -5.184712
1311867170.881334 1.185419 7.747134 -5.184712
1311867170.882333 1.185419 7.747134 -5.184712
1311867170.885619 1.089628 7.603447 -5.184712
1311867170.886654 1.089628 7.603447 -5.184712
1311867170.890240 1.173445 7.579499 -5.376295
1311867170.891220 1.173445 7.579499 -5.376295
1311867170.894498 0.993836 7.603447 -5.364321
1311867170.895468 0.993836 7.603447 -5.364321
1311867170.896728 0.993836 7.603447 -5.364321
1311867170.897738 0.993836 7.603447 -5.364321
1311867170.901302 1.173445 7.747134 -5.472087
1311867170.902371 1.173445 7.747134 -5.472087
1311867170.905561 1.089628 7.926743 -5.472087
1311867170.906619 1.089628 7.926743 -5.472087
1311867170.910256 1.173445 7.938717 -5.783409
1311867170.911212 1.173445 7.938717 -5.783409
1311867170.914480 0.993836 7.950691 -5.759461
1311867170.915461 0.993836 7.950691 -5.759461
1311867170.919138 0.886071 8.034508 -5.759461
